week_start,store,category,price,discount_pct,marketing_spend,competitor_price_idx,avg_temp_c,is_holiday,stockout,units_sold,revenue,lag_1_units,lag_1_revenue,lag_2_units,lag_2_revenue,lag_4_units,lag_4_revenue,lag_8_units,lag_8_revenue,ma_4_units,ma_8_units
2023-09-25,Store_A,Seasonal,14.32,19.3,4681.17,0.946,14.7,0,0,204,2357.65,180,2475.56,170,2230.41,199,2877.21,223,3161.26,187,198.875
2023-10-02,Store_A,Seasonal,14.05,0,3662.65,0.927,10.6,0,0,191,2684.3,204,2357.65,180,2475.56,194,2807.97,182,2524.14,186.25,200
2023-10-09,Store_A,Seasonal,14.25,0,3160.79,0.927,12.8,0,0,186,2650.12,191,2684.3,204,2357.65,170,2230.41,192,2678.64,190.25,199.25
2023-10-16,Store_A,Seasonal,14.9,0,3614.94,0.945,9.1,0,0,175,2607.73,186,2650.12,191,2684.3,180,2475.56,270,3613.92,189,187.375
2023-10-23,Store_A,Seasonal,15.06,0,3077.08,0.939,9.5,0,0,140,2108.45,175,2607.73,186,2650.12,204,2357.65,199,2877.21,173,180
2023-10-30,Store_A,Seasonal,14.64,10.1,6077.89,0.936,6.3,0,0,234,3079.12,140,2108.45,175,2607.73,191,2684.3,194,2807.97,183.75,185
2023-11-06,Store_A,Seasonal,15.04,0,3142.11,0.935,5.2,1,0,300,4512.94,234,3079.12,140,2108.45,186,2650.12,170,2230.41,212.25,201.25
2023-11-13,Store_A,Seasonal,14.46,9.3,6672.87,0.942,7.1,0,0,285,3738.89,300,4512.94,234,3079.12,175,2607.73,180,2475.56,239.75,214.375
2023-11-20,Store_A,Seasonal,14.42,0,4130.85,0.943,6.1,0,0,228,3286.91,285,3738.89,300,4512.94,140,2108.45,204,2357.65,261.75,217.375
2023-11-27,Store_A,Seasonal,14.69,0,4522.88,0.951,4.7,0,0,202,2966.56,228,3286.91,285,3738.89,234,3079.12,191,2684.3,253.75,218.75
2023-12-04,Store_A,Seasonal,14.95,0,3106.31,0.949,4.4,1,0,326,4872.67,202,2966.56,228,3286.91,300,4512.94,186,2650.12,260.25,236.25
2023-12-11,Store_A,Seasonal,15.19,0,4851.7,0.931,2.5,1,0,460,6987.75,326,4872.67,202,2966.56,285,3738.89,175,2607.73,304,271.875
2023-12-18,Store_A,Seasonal,14.86,18,6076.48,0.931,2.7,1,0,446,5437.37,460,6987.75,326,4872.67,228,3286.91,140,2108.45,358.5,310.125
2023-12-25,Store_A,Seasonal,15.66,0,5214,0.918,2.6,1,0,368,5763.32,446,5437.37,460,6987.75,202,2966.56,234,3079.12,400,326.875
2024-01-01,Store_A,Seasonal,15.39,0,4094.48,0.913,0.5,0,0,184,2832.37,368,5763.32,446,5437.37,326,4872.67,300,4512.94,364.5,312.375
2024-01-08,Store_A,Seasonal,14.33,0,3640.45,0.896,0,0,0,194,2779.7,184,2832.37,368,5763.32,460,6987.75,285,3738.89,298,301
2024-01-15,Store_A,Seasonal,15.26,0,3445.87,0.905,0.3,0,0,162,2471.79,194,2779.7,184,2832.37,446,5437.37,228,3286.91,227,292.75
2024-01-22,Store_A,Seasonal,15.08,0,3201.1,0.912,3.2,0,0,145,2186.15,162,2471.79,194,2779.7,368,5763.32,202,2966.56,171.25,285.625
2024-01-29,Store_A,Seasonal,15.45,0,3437.49,0.907,0.4,0,0,164,2533.1,145,2186.15,162,2471.79,184,2832.37,326,4872.67,166.25,265.375
2024-02-05,Store_A,Seasonal,15.13,0,3353.1,0.909,3.5,0,0,173,2617.39,164,2533.1,145,2186.15,194,2779.7,460,6987.75,161,229.5
2024-02-12,Store_A,Seasonal,15.53,0,2900.76,0.891,5.1,0,0,126,1957.34,173,2617.39,164,2533.1,162,2471.79,446,5437.37,152,189.5
2024-02-19,Store_A,Seasonal,15.15,15,5440.35,0.909,5.8,0,0,239,3076.24,126,1957.34,173,2617.39,145,2186.15,368,5763.32,175.5,173.375
2024-02-26,Store_A,Seasonal,15.5,21.6,6008.01,0.897,3,0,0,260,3161.14,239,3076.24,126,1957.34,164,2533.1,184,2832.37,199.5,182.875
2024-03-04,Store_A,Seasonal,15.6,0,3549.9,0.897,7.6,0,0,145,2261.46,260,3161.14,239,3076.24,173,2617.39,194,2779.7,192.5,176.75
2024-03-11,Store_A,Seasonal,16.6,0,4032.21,0.895,9.1,0,1,143,2374.09,145,2261.46,260,3161.14,126,1957.34,162,2471.79,196.75,174.375
2024-03-18,Store_A,Seasonal,16.23,0,4489.78,0.897,8.9,0,0,171,2776.09,143,2374.09,145,2261.46,239,3076.24,145,2186.15,179.75,177.625
2024-03-25,Store_A,Seasonal,14.97,0,3804.37,0.901,10.4,0,0,172,2574.42,171,2776.09,143,2374.09,260,3161.14,164,2533.1,157.75,178.625
2024-04-01,Store_A,Seasonal,14.8,0,3595.93,0.895,9.6,0,0,171,2531.32,172,2574.42,171,2776.09,145,2261.46,173,2617.39,164.25,178.375
2024-04-08,Store_A,Seasonal,15.81,0,3450.64,0.897,16.7,0,0,160,2529.13,171,2531.32,172,2574.42,143,2374.09,126,1957.34,168.5,182.625
2024-04-15,Store_A,Seasonal,15.85,0,4764.42,0.893,14.1,0,0,191,3027,160,2529.13,171,2531.32,171,2776.09,239,3076.24,173.5,176.625
2024-04-22,Store_A,Seasonal,15.79,0,4301.85,0.888,15.4,0,0,124,1957.39,191,3027,160,2529.13,172,2574.42,260,3161.14,161.5,159.625
2024-04-29,Store_A,Seasonal,15.43,0,4149.27,0.898,16.3,0,0,180,2777.72,124,1957.39,191,3027,171,2531.32,145,2261.46,163.75,164
2024-05-06,Store_A,Seasonal,16.27,0,3005.35,0.886,19.1,0,0,153,2488.67,180,2777.72,124,1957.39,160,2529.13,143,2374.09,162,165.25
2024-05-13,Store_A,Seasonal,15.29,0,3666.94,0.894,16.8,0,0,169,2584.11,153,2488.67,180,2777.72,191,3027,171,2776.09,156.5,165
2024-05-20,Store_A,Seasonal,15.93,7.8,6557.74,0.896,19.2,0,0,258,3790.32,169,2584.11,153,2488.67,124,1957.39,172,2574.42,190,175.75
2024-05-27,Store_A,Seasonal,17.38,0,3990.46,0.894,23.4,0,0,195,3388.63,258,3790.32,169,2584.11,180,2777.72,171,2531.32,193.75,178.75
2024-06-03,Store_A,Seasonal,16.55,0,3535.61,0.898,22,0,0,184,3044.34,195,3388.63,258,3790.32,153,2488.67,160,2529.13,201.5,181.75
2024-06-10,Store_A,Seasonal,16.17,0,3689.64,0.894,21.8,0,0,163,2635.87,184,3044.34,195,3388.63,169,2584.11,191,3027,200,178.25
2024-06-17,Store_A,Seasonal,16.39,0,3123.82,0.898,21.5,0,0,139,2277.94,163,2635.87,184,3044.34,258,3790.32,124,1957.39,170.25,180.125
2024-06-24,Store_A,Seasonal,16.76,0,3439.36,0.891,20.7,0,0,166,2782.73,139,2277.94,163,2635.87,195,3388.63,180,2777.72,163,178.375
2024-07-01,Store_A,Seasonal,16.91,0,3059.59,0.883,22.5,0,0,165,2790.62,166,2782.73,139,2277.94,184,3044.34,153,2488.67,158.25,179.875
2024-07-08,Store_A,Seasonal,17.46,0,4869.58,0.874,20.2,0,0,184,3211.87,165,2790.62,166,2782.73,163,2635.87,169,2584.11,163.5,181.75
2024-07-15,Store_A,Seasonal,16.09,0,4478.18,0.88,21.3,0,1,173,2783.96,184,3211.87,165,2790.62,139,2277.94,258,3790.32,172,171.125
2024-07-22,Store_A,Seasonal,17.3,14,5158.72,0.878,20.2,0,0,203,3020.71,173,2783.96,184,3211.87,166,2782.73,195,3388.63,181.25,172.125
2024-07-29,Store_A,Seasonal,17.29,15.6,5729.79,0.873,25.6,0,0,240,3502.01,203,3020.71,173,2783.96,165,2790.62,184,3044.34,200,179.125
2024-08-05,Store_A,Seasonal,16.89,13.3,6181.38,0.876,21.9,0,0,221,3234.45,240,3502.01,203,3020.71,184,3211.87,163,2635.87,209.25,186.375
2024-08-12,Store_A,Seasonal,17.38,0,4332.41,0.871,18.9,0,0,157,2728.9,221,3234.45,240,3502.01,173,2783.96,139,2277.94,205.25,188.625
2024-08-19,Store_A,Seasonal,17.21,0,4395.98,0.878,20.4,0,0,175,3012.19,157,2728.9,221,3234.45,203,3020.71,166,2782.73,198.25,189.75
2024-08-26,Store_A,Seasonal,16.64,0,3364.71,0.889,16.9,0,0,144,2396.52,175,3012.19,157,2728.9,240,3502.01,165,2790.62,174.25,187.125
2024-09-02,Store_A,Seasonal,16.61,0,3795.4,0.891,14.2,0,1,126,2092.46,144,2396.52,175,3012.19,221,3234.45,184,3211.87,150.5,179.875
2024-09-09,Store_A,Seasonal,18.05,0,3529.28,0.888,15.9,0,0,145,2617.61,126,2092.46,144,2396.52,157,2728.9,173,2783.96,147.5,176.375
2024-09-16,Store_A,Seasonal,17.55,0,3692.39,0.89,12.2,0,0,144,2527.39,145,2617.61,126,2092.46,175,3012.19,203,3020.71,139.75,169
2024-09-23,Store_A,Seasonal,17.66,0,3165.18,0.884,14.8,0,0,120,2119.56,144,2527.39,145,2617.61,144,2396.52,240,3502.01,133.75,154
2024-09-30,Store_A,Seasonal,17.18,11.5,5623.85,0.882,12.3,0,0,174,2643.75,120,2119.56,144,2527.39,126,2092.46,221,3234.45,145.75,148.125
2024-10-07,Store_A,Seasonal,17.1,0,4663.73,0.874,7.7,0,0,150,2564.86,174,2643.75,120,2119.56,145,2617.61,157,2728.9,147,147.25
2024-10-14,Store_A,Seasonal,17.18,8.1,4502.3,0.884,8.4,0,0,166,2619.05,150,2564.86,174,2643.75,144,2527.39,175,3012.19,152.5,146.125
2024-10-21,Store_A,Seasonal,18.68,0,3789.79,0.889,6.8,0,0,135,2522.47,166,2619.05,150,2564.86,120,2119.56,144,2396.52,156.25,145
2024-10-28,Store_A,Seasonal,18.4,0,4220.45,0.865,9.9,0,0,129,2373.35,135,2522.47,166,2619.05,174,2643.75,126,2092.46,145,145.375
2024-11-04,Store_A,Seasonal,17.66,0,4312.68,0.858,5.7,1,0,329,5811.58,129,2373.35,135,2522.47,150,2564.86,145,2617.61,189.75,168.375
2024-11-11,Store_A,Seasonal,17.5,0,3444.63,0.862,7.8,0,0,147,2572.13,329,5811.58,129,2373.35,166,2619.05,144,2527.39,185,168.75
2024-11-18,Store_A,Seasonal,18.14,0,3972.38,0.85,5.2,0,0,150,2721.01,147,2572.13,329,5811.58,135,2522.47,120,2119.56,188.75,172.5
2024-11-25,Store_A,Seasonal,18.33,0,3378.89,0.853,3,0,0,166,3043.55,150,2721.01,147,2572.13,129,2373.35,174,2643.75,198,171.5
2024-12-02,Store_A,Seasonal,18.13,0,4826.06,0.852,3.2,1,1,268,4858.43,166,3043.55,150,2721.01,329,5811.58,150,2564.86,182.75,186.25
2024-12-09,Store_A,Seasonal,18.18,0,3129.24,0.853,3,1,0,239,4345.31,268,4858.43,166,3043.55,147,2572.13,166,2619.05,205.75,195.375
2024-12-16,Store_A,Seasonal,18.81,0,4241.02,0.861,3.2,1,0,303,5700.82,239,4345.31,268,4858.43,150,2721.01,135,2522.47,244,216.375
2024-12-23,Store_A,Seasonal,18.38,0,3216.77,0.851,0.8,1,0,235,4318.43,303,5700.82,239,4345.31,166,3043.55,129,2373.35,261.25,229.625
2023-01-02,Store_A,Snacks,2.4,23.8,4153.71,1.021,3.7,0,0,1631,2981.27,,,,,,,,,,
2023-01-09,Store_A,Snacks,2.6,0,3422.45,1.018,2.5,0,0,870,2262.15,1631,2981.27,,,,,,,,
2023-01-16,Store_A,Snacks,2.5,0,4472.18,1.019,-1.1,0,0,881,2198.17,870,2262.15,1631,2981.27,,,,,,
2023-01-23,Store_A,Snacks,2.57,24.8,5079.3,1,2.9,0,1,1382,2665.89,881,2198.17,870,2262.15,,,,,1191,
2023-01-30,Store_A,Snacks,2.58,0,3475.34,0.998,0.6,0,0,871,2250.31,1382,2665.89,881,2198.17,1631,2981.27,,,1001,
2023-02-06,Store_A,Snacks,2.59,0,3980.21,1,4.4,0,0,910,2355.53,871,2250.31,1382,2665.89,870,2262.15,,,1011,
2023-02-13,Store_A,Snacks,2.71,0,3901.67,1.003,3.5,0,0,816,2207.84,910,2355.53,871,2250.31,881,2198.17,,,994.75,
2023-02-20,Store_A,Snacks,2.4,0,3160.67,1.028,6.9,0,0,830,1995.38,816,2207.84,910,2355.53,1382,2665.89,,,856.75,1023.875
2023-02-27,Store_A,Snacks,2.57,0,3080.76,1.02,5.2,0,0,954,2455.56,830,1995.38,816,2207.84,871,2250.31,1631,2981.27,877.5,939.25
2023-03-06,Store_A,Snacks,2.62,0,3414.11,1.004,8.5,0,0,858,2249.4,954,2455.56,830,1995.38,910,2355.53,870,2262.15,864.5,937.75
2023-03-13,Store_A,Snacks,2.75,0,3185.02,1.005,6,0,0,736,2021.85,858,2249.4,954,2455.56,816,2207.84,881,2198.17,844.5,919.625
2023-03-20,Store_A,Snacks,2.57,0,3165.62,0.997,11.8,0,0,1088,2801.47,736,2021.85,858,2249.4,830,1995.38,1382,2665.89,909,882.875
2023-03-27,Store_A,Snacks,2.64,0,4303.35,0.988,11.2,0,0,947,2502.56,1088,2801.47,736,2021.85,954,2455.56,871,2250.31,907.25,892.375
2023-04-03,Store_A,Snacks,2.49,0,3802.5,0.996,12,0,0,1083,2695.12,947,2502.56,1088,2801.47,858,2249.4,910,2355.53,963.5,914
2023-04-10,Store_A,Snacks,2.72,17.6,5826.21,1.012,12.9,0,0,1567,3510.08,1083,2695.12,947,2502.56,736,2021.85,816,2207.84,1171.25,1007.875
2023-04-17,Store_A,Snacks,2.6,16.1,5777.64,1.028,13.2,0,0,1470,3204.05,1567,3510.08,1083,2695.12,1088,2801.47,830,1995.38,1266.75,1087.875
2023-04-24,Store_A,Snacks,2.68,0,4307.75,1.033,17,0,0,1134,3042.53,1470,3204.05,1567,3510.08,947,2502.56,954,2455.56,1313.5,1110.375
2023-05-01,Store_A,Snacks,2.8,0,2961.58,1.027,17.1,0,0,1168,3265.03,1134,3042.53,1470,3204.05,1083,2695.12,858,2249.4,1334.75,1149.125
2023-05-08,Store_A,Snacks,2.78,0,3336.51,1.024,16.2,0,0,915,2543.15,1168,3265.03,1134,3042.53,1567,3510.08,736,2021.85,1171.75,1171.5
2023-05-15,Store_A,Snacks,2.7,16.4,5369.71,1.003,15.8,0,0,1325,2986.26,915,2543.15,1168,3265.03,1470,3204.05,1088,2801.47,1135.5,1201.125
2023-05-22,Store_A,Snacks,2.7,0,5074.92,0.998,20,0,0,1257,3389.92,1325,2986.26,915,2543.15,1134,3042.53,947,2502.56,1166.25,1239.875
2023-05-29,Store_A,Snacks,2.79,0,5217.93,1.02,17.3,0,0,1318,3679.73,1257,3389.92,1325,2986.26,1168,3265.03,1083,2695.12,1203.75,1269.25
2023-06-05,Store_A,Snacks,2.55,0,3172.32,1.021,19.9,0,0,1072,2729.13,1318,3679.73,1257,3389.92,915,2543.15,1567,3510.08,1243,1207.375
2023-06-12,Store_A,Snacks,2.74,0,3499.58,1.021,19.8,0,1,511,1402.2,1072,2729.13,1318,3679.73,1325,2986.26,1470,3204.05,1039.5,1087.5
2023-06-19,Store_A,Snacks,2.78,0,3277.65,1.03,20.4,0,0,946,2627.72,511,1402.2,1072,2729.13,1257,3389.92,1134,3042.53,961.75,1064
2023-06-26,Store_A,Snacks,2.73,14.3,5805.93,1.036,20.9,0,1,1302,3043.63,946,2627.72,511,1402.2,1318,3679.73,1168,3265.03,957.75,1080.75
2023-07-03,Store_A,Snacks,2.87,0,4809.83,1.037,20.2,0,0,1114,3201.47,1302,3043.63,946,2627.72,1072,2729.13,915,2543.15,968.25,1105.625
2023-07-10,Store_A,Snacks,2.87,17,5567.53,1.041,19.7,0,0,1516,3605.39,1114,3201.47,1302,3043.63,511,1402.2,1325,2986.26,1219.5,1129.5
2023-07-17,Store_A,Snacks,2.78,0,4057.95,1.049,22.2,0,0,952,2651.22,1516,3605.39,1114,3201.47,946,2627.72,1257,3389.92,1221,1091.375
2023-07-24,Store_A,Snacks,2.94,22.3,4879.15,1.057,22,0,0,1419,3243.23,952,2651.22,1516,3605.39,1302,3043.63,1318,3679.73,1250.25,1104
2023-07-31,Store_A,Snacks,2.99,0,4114.42,1.069,20.7,0,0,973,2904.59,1419,3243.23,952,2651.22,1114,3201.47,1072,2729.13,1215,1091.625
2023-08-07,Store_A,Snacks,2.86,23.4,4711.25,1.078,19.6,0,0,1511,3310.43,973,2904.59,1419,3243.23,1516,3605.39,511,1402.2,1213.75,1216.625
2023-08-14,Store_A,Snacks,2.8,0,4877.65,1.074,18.1,0,0,1134,3178.79,1511,3310.43,973,2904.59,952,2651.22,946,2627.72,1259.25,1240.125
2023-08-21,Store_A,Snacks,2.97,20.8,5581.96,1.066,19.1,0,0,1249,2935.02,1134,3178.79,1511,3310.43,1419,3243.23,1302,3043.63,1216.75,1233.5
2023-08-28,Store_A,Snacks,2.94,0,4131.7,1.064,18.9,0,0,902,2652.53,1249,2935.02,1134,3178.79,973,2904.59,1114,3201.47,1199,1207
2023-09-04,Store_A,Snacks,2.95,0,3049.55,1.062,16.5,0,0,720,2120.7,902,2652.53,1249,2935.02,1511,3310.43,1516,3605.39,1001.25,1107.5
2023-09-11,Store_A,Snacks,2.96,0,4619.78,1.056,15.4,0,0,988,2929.14,720,2120.7,902,2652.53,1134,3178.79,952,2651.22,964.75,1112
2023-09-18,Store_A,Snacks,2.95,19.6,5377.91,1.069,14.5,0,0,1278,3032.12,988,2929.14,720,2120.7,1249,2935.02,1419,3243.23,972,1094.375
2023-09-25,Store_A,Snacks,2.82,0,3333.02,1.054,12.9,0,0,895,2524.69,1278,3032.12,988,2929.14,902,2652.53,973,2904.59,970.25,1084.625
2023-10-02,Store_A,Snacks,3.02,0,4778.4,1.052,10.4,0,0,884,2673.98,895,2524.69,1278,3032.12,720,2120.7,1511,3310.43,1011.25,1006.25
2023-10-09,Store_A,Snacks,3.13,0,2864.53,1.046,13.6,0,0,620,1940.84,884,2673.98,895,2524.69,988,2929.14,1134,3178.79,919.25,942
2023-10-16,Store_A,Snacks,2.98,10.7,5358.15,1.071,13,0,0,1109,2950.67,620,1940.84,884,2673.98,1278,3032.12,1249,2935.02,877,924.5
2023-10-23,Store_A,Snacks,3.08,0,3358.32,1.057,10.2,0,0,669,2063.42,1109,2950.67,620,1940.84,895,2524.69,902,2652.53,820.5,895.375
2023-10-30,Store_A,Snacks,3.06,18.8,5320.81,1.063,5.4,0,0,1091,2707.79,669,2063.42,1109,2950.67,884,2673.98,720,2120.7,872.25,941.75
2023-11-06,Store_A,Snacks,2.98,0,3729.88,1.067,5,1,0,969,2884.29,1091,2707.79,669,2063.42,620,1940.84,988,2929.14,959.5,939.375
2023-11-13,Store_A,Snacks,2.94,0,4283.47,1.062,2.9,0,1,888,2613.94,969,2884.29,1091,2707.79,1109,2950.67,1278,3032.12,904.25,890.625
2023-11-20,Store_A,Snacks,3.04,0,4843.99,1.064,4.3,0,1,637,1934.24,888,2613.94,969,2884.29,669,2063.42,895,2524.69,896.25,858.375
2023-11-27,Store_A,Snacks,3.07,0,3874.78,1.057,5,0,0,874,2685.56,637,1934.24,888,2613.94,1091,2707.79,884,2673.98,842,857.125
2023-12-04,Store_A,Snacks,3.02,0,3706.04,1.054,4.1,1,0,1105,3341.7,874,2685.56,637,1934.24,969,2884.29,620,1940.84,876,917.75
2023-12-11,Store_A,Snacks,3.1,14.5,5900.23,1.044,3.3,1,0,1504,3994.03,1105,3341.7,874,2685.56,888,2613.94,1109,2950.67,1030,967.125
2023-12-18,Store_A,Snacks,3.2,0,3084.73,1.05,4.7,1,0,798,2553.33,1504,3994.03,1105,3341.7,637,1934.24,669,2063.42,1070.25,983.25
2023-12-25,Store_A,Snacks,3.15,0,3264.23,1.044,1.1,1,0,974,3065.08,798,2553.33,1504,3994.03,874,2685.56,1091,2707.79,1095.25,968.625
2024-01-01,Store_A,Snacks,3.05,0,2985.42,1.072,2.6,0,0,690,2104.69,974,3065.08,798,2553.33,1105,3341.7,969,2884.29,991.5,933.75
2024-01-08,Store_A,Snacks,3.03,0,3961.67,1.097,2.2,0,0,751,2276.23,690,2104.69,974,3065.08,1504,3994.03,888,2613.94,803.25,916.625
2024-01-15,Store_A,Snacks,3.09,0,3180.52,1.087,2,0,0,589,1821.96,751,2276.23,690,2104.69,798,2553.33,637,1934.24,751,910.625
2024-01-22,Store_A,Snacks,3.25,0,3450.29,1.098,0.3,0,0,534,1737.32,589,1821.96,751,2276.23,974,3065.08,874,2685.56,641,868.125
2024-01-29,Store_A,Snacks,3.22,0,3659.27,1.095,4.2,0,0,645,2078.69,534,1737.32,589,1821.96,690,2104.69,1105,3341.7,629.75,810.625
2024-02-05,Store_A,Snacks,3.19,0,3483.78,1.086,4.6,0,0,618,1972.79,645,2078.69,534,1737.32,751,2276.23,1504,3994.03,596.5,699.875
2024-02-12,Store_A,Snacks,3.38,0,3054.26,1.071,4.4,0,0,494,1667.96,618,1972.79,645,2078.69,589,1821.96,798,2553.33,572.75,661.875
2024-02-19,Store_A,Snacks,3.2,0,3490.53,1.067,3.8,0,0,671,2149.55,494,1667.96,618,1972.79,534,1737.32,974,3065.08,607,624
2024-02-26,Store_A,Snacks,3.32,15.4,4690.04,1.073,5.2,0,0,733,2057.62,671,2149.55,494,1667.96,645,2078.69,690,2104.69,629,629.375
2024-03-04,Store_A,Snacks,3.12,0,4733.34,1.081,7.1,0,0,818,2550.24,733,2057.62,671,2149.55,618,1972.79,751,2276.23,679,637.75
2024-03-11,Store_A,Snacks,3.18,6.1,4693.46,1.089,4.6,0,0,960,2870.34,818,2550.24,733,2057.62,494,1667.96,589,1821.96,795.5,684.125
2024-03-18,Store_A,Snacks,3.14,0,3232.86,1.081,11.1,0,0,633,1987.58,960,2870.34,818,2550.24,671,2149.55,534,1737.32,786,696.5
2024-03-25,Store_A,Snacks,3.29,0,2963.94,1.106,9.9,0,0,624,2052.8,633,1987.58,960,2870.34,733,2057.62,645,2078.69,758.75,693.875
2024-04-01,Store_A,Snacks,3.32,17.6,5313.39,1.091,11.9,0,0,1099,3005.68,624,2052.8,633,1987.58,818,2550.24,618,1972.79,829,754
2024-04-08,Store_A,Snacks,3.54,0,4577.42,1.096,14.3,0,0,795,2816.85,1099,3005.68,624,2052.8,960,2870.34,494,1667.96,787.75,791.625
2024-04-15,Store_A,Snacks,3.25,0,4406.1,1.11,17.5,0,0,876,2846.52,795,2816.85,1099,3005.68,633,1987.58,671,2149.55,848.5,817.25
2024-04-22,Store_A,Snacks,3.21,0,3665.8,1.089,19,0,0,837,2687.25,876,2846.52,795,2816.85,624,2052.8,733,2057.62,901.75,830.25
2024-04-29,Store_A,Snacks,3.28,9.1,5298.14,1.084,17.7,0,0,1185,3533.28,837,2687.25,876,2846.52,1099,3005.68,818,2550.24,923.25,876.125
2024-05-06,Store_A,Snacks,3.31,0,3981.89,1.086,18.4,0,0,859,2843.72,1185,3533.28,837,2687.25,795,2816.85,960,2870.34,939.25,863.5
2024-05-13,Store_A,Snacks,3.45,0,3101.33,1.093,19.9,0,0,784,2707.75,859,2843.72,1185,3533.28,876,2846.52,633,1987.58,916.25,882.375
2024-05-20,Store_A,Snacks,3.45,0,5177.41,1.108,18.1,0,0,815,2812.46,784,2707.75,859,2843.72,837,2687.25,624,2052.8,910.75,906.25
2024-05-27,Store_A,Snacks,3.19,0,3154.94,1.114,20.3,0,0,880,2809.16,815,2812.46,784,2707.75,1185,3533.28,1099,3005.68,834.5,878.875
2024-06-03,Store_A,Snacks,3.5,0,4116.62,1.125,19,0,0,765,2677.35,880,2809.16,815,2812.46,859,2843.72,795,2816.85,811,875.125
2024-06-10,Store_A,Snacks,3.41,21.5,5749.34,1.129,20.9,0,0,1124,3005.66,765,2677.35,880,2809.16,784,2707.75,876,2846.52,896,906.125
2024-06-17,Store_A,Snacks,3.57,0,4907.37,1.139,20.7,0,0,773,2758.31,1124,3005.66,765,2677.35,815,2812.46,837,2687.25,885.5,898.125
2024-06-24,Store_A,Snacks,3.46,0,4785.56,1.115,20.3,0,0,948,3280.57,773,2758.31,1124,3005.66,880,2809.16,1185,3533.28,902.5,868.5
2024-07-01,Store_A,Snacks,3.43,0,3738.7,1.123,23.5,0,0,772,2646.27,948,3280.57,773,2758.31,765,2677.35,859,2843.72,904.25,857.625
2024-07-08,Store_A,Snacks,3.54,0,4272.37,1.134,21.3,0,0,882,3126.4,772,2646.27,948,3280.57,1124,3005.66,784,2707.75,843.75,869.875
2024-07-15,Store_A,Snacks,3.47,0,3680.66,1.111,21.3,0,0,705,2447.4,882,3126.4,772,2646.27,773,2758.31,815,2812.46,826.75,856.125
2024-07-22,Store_A,Snacks,3.44,0,4263.91,1.107,22.8,0,0,842,2898.12,705,2447.4,882,3126.4,948,3280.57,880,2809.16,800.25,851.375
2024-07-29,Store_A,Snacks,3.44,0,3357.01,1.092,19.6,0,0,708,2438.03,842,2898.12,705,2447.4,772,2646.27,765,2677.35,784.25,844.25
2024-08-05,Store_A,Snacks,3.74,16.8,6054.42,1.091,18.3,0,0,1156,3599.39,708,2438.03,842,2898.12,882,3126.4,1124,3005.66,852.75,848.25
2024-08-12,Store_A,Snacks,3.48,9.7,5528.51,1.086,17.5,0,0,1102,3459.18,1156,3599.39,708,2438.03,705,2447.4,773,2758.31,952,889.375
2024-08-19,Store_A,Snacks,3.54,0,5028.91,1.099,18.6,0,0,955,3376.24,1102,3459.18,1156,3599.39,842,2898.12,948,3280.57,980.25,890.25
2024-08-26,Store_A,Snacks,3.55,0,4348.35,1.123,16.5,0,0,736,2613.06,955,3376.24,1102,3459.18,708,2438.03,772,2646.27,987.25,885.75
2024-09-02,Store_A,Snacks,3.36,0,3036.82,1.124,18.8,0,0,715,2405.83,736,2613.06,955,3376.24,1156,3599.39,882,3126.4,877,864.875
2024-09-09,Store_A,Snacks,3.62,23.2,5449.72,1.121,15.7,0,0,1125,3123.97,715,2405.83,736,2613.06,1102,3459.18,705,2447.4,882.75,917.375
2024-09-16,Store_A,Snacks,3.5,0,4121.15,1.129,14.9,0,0,832,2908.9,1125,3123.97,715,2405.83,955,3376.24,842,2898.12,852,916.125
2024-09-23,Store_A,Snacks,3.82,0,4329.77,1.125,12.8,0,0,647,2471.07,832,2908.9,1125,3123.97,736,2613.06,708,2438.03,829.75,908.5
2024-09-30,Store_A,Snacks,3.65,0,4636.08,1.142,13.1,0,0,608,2220.24,647,2471.07,832,2908.9,715,2405.83,1156,3599.39,803,840
2024-10-07,Store_A,Snacks,3.66,0,2756.21,1.139,10.4,0,0,437,1598.33,608,2220.24,647,2471.07,1125,3123.97,1102,3459.18,631,756.875
2024-10-14,Store_A,Snacks,3.61,0,3243.53,1.144,7.2,0,0,475,1712.95,437,1598.33,608,2220.24,832,2908.9,955,3376.24,541.75,696.875
2024-10-21,Store_A,Snacks,3.69,0,3346.65,1.133,10,0,0,527,1944.69,475,1712.95,437,1598.33,647,2471.07,736,2613.06,511.75,670.75
2024-10-28,Store_A,Snacks,3.51,0,4014.13,1.142,5.6,0,0,570,2000.06,527,1944.69,475,1712.95,608,2220.24,715,2405.83,502.25,652.625
2024-11-04,Store_A,Snacks,3.93,9.7,5444.43,1.142,5.8,1,0,1016,3611.7,570,2000.06,527,1944.69,437,1598.33,1125,3123.97,647,639
2024-11-11,Store_A,Snacks,3.76,0,4389.35,1.154,2.8,0,0,735,2762.76,1016,3611.7,570,2000.06,475,1712.95,832,2908.9,712,626.875
2024-11-18,Store_A,Snacks,3.85,24.9,4634.78,1.151,7,0,0,914,2645.45,735,2762.76,1016,3611.7,527,1944.69,647,2471.07,808.75,660.25
2024-11-25,Store_A,Snacks,3.61,0,5131.46,1.13,2.4,0,0,790,2852.84,914,2645.45,735,2762.76,570,2000.06,608,2220.24,863.75,683
